abndn,abandon
mplczs,implications
mplid,implied
mplis,implies
mplod,implode
mpli,imply
mport,import
mprtnc,importance
mprtt,important
mprttl,importantly
mports,imports
mpos,impose
mposd,imposed
mposs,imposes
mposg,imposing
mpsbt,impossibility
mpsb,impossible
mpvrs,impoverish
mpvrsd,impoverished
mprctcl,impractical
mprs,impress
mprsd,impressed
mprss,impresses
mprz,impression
mprzs,impressions
mprsv,impressive
mprnt,imprint
mprv,improve
mprvd,improved
mprvm,improvement
mprvms,improvements
mprvs,improves
mprvg,improving
mpuls,impulse
mpulss,impulses
mplsv,impulsive
mplsvl,impulsively
mpunt,impunity
n,in
nabt,inability
nacurt,inaccurate
nacz,inaction
nadct,inadequate
nadctl,inadequately
nan,inane
naprprt,inappropriate
ncapb,incapable
ncpcttd,incapacitated
ncntv,incentive
ncntvs,incentives
nc,inch
ncs,inches
ncdnt,incident
ncdntl,incidental
ncdnts,incidents
nclnz,inclination
nclind,inclined
nclud,include
ncldd,included
ncluds,includes
ncludg,including
ncm,income
ncms,incomes
ncmg,incoming
ncptb,incompatible
ncptnt,incompetent
ncplet,incomplete
ncprhnsb,incomprehensible
ncscnsl,inconsequential
ncsdrt,inconsiderate
ncsstnt,inconsistent
ncstnt,inconstant
ncvnc,inconvenience
ncvncns,inconveniences
ncvnnt,inconvenient
ncrprt,incorporate
ncrprtd,incorporated
ncrct,incorrect
ncrs,increase
ncrsd,increased
ncrss,increases
ncrsg,increasing
ncrsgl,increasingly
ncrdb,incredible
ncrdbl,incredibly
ncrm,increment
ncrml,incremental
ncrms,increments
ncurz,incursion
nded,indeed
ndfnt,indefinite
ndfntl,indefinitely
ndlb,indelible
ndlbl,indelibly
ndnt,indent
ndpndnc,independence
ndpndnt,independent
ndpndntl,independently
ndx,index
ndxd,indexed
ndxs,indexes
ndxg,indexing
ndct,indicate
ndctd,indicated
ndcts,indicates
ndctg,indicating
ndcz,indication
ndctr,indicator
ndctrs,indicators
ndrct,indirect
ndspnsb,indispensable
ndstnct,indistinct
ndvdl,individual
ndvdll,individually
ndvdls,individuals
nduc,induce
ndljnc,indulgence
ndljnt,indulgent
ndstrl,industrial
ndstrs,industries
ndstr,industry
nefctv,ineffective
nefctvns,ineffectiveness
nefcnc,inefficiency
nefcnt,inefficient
nrza,inertia
nescpb,inescapable
nevtb,inevitable
nevtbl,inevitably
nxpnsv,inexpensive
nfnc,infancy
nfnt,infant
nfnts,infants
nfct,infect
nfctd,infected
nfcts,infects
nfint,infinite
nfintl,infinitely
nfinte,infinity
nflam,inflame
nflamd,inflamed
nflams,inflames
nflmz,inflammation
nflmtor,inflammatory
nflaz,inflation
nflnc,influence
nflncd,influenced
nflncs,influences
nflncg,influencing
inflnzl,influential
nflux,influx
nfrm,inform
nfrmz,information
nfrmtv,informative
nfrmd,informed
nfrcnt,infrequent
nfrcntl,infrequently
nfus,infuse
nfuz,infusion
ngnut,ingenuity
ngrand,ingrained
ngrdnt,ingredient
ngrdnts,ingredients
nhbt,inhabit
nhbtd,inhabited
nhbts,inhabits
nhlaz,inhalation
nhrnt,inherent
nhrntl,inherently
nhrt,inherit
nhrtd,inherited
nhibt,inhibit
nhibtd,inhibited
nhibz,inhibition
nhbzs,inhibitions
nhibts,inhibits
nisl,initial
nisll,initially
instd,initiated
nistts,initiates
nistv,initiative
njct,inject
njr,injure
njrd,injured
njrs,injures
njres,injuries
njre,injury
njstc,injustice
njstcs,injustices
ink,ink
nnr,inner
nrmo,innermost
nocnc,innocence
nocnt,innocent
novt,innovate
novts,innovates
novz,innovation
novtv,innovative
npt,input
npts,inputs
ncir,inquire
ncirs,inquires
ncire,inquiry
ncsz,inquisition
nrod,inroad
nrods,inroads
nsan,insane
nsct,insect
nscts,insects
nscur,insecure
nscurt,insecurity
nsrt,insert
nsrtd,inserted
nsrts,inserts
nsid,inside
nsidus,insidious
nsit,insight
nsitf,insightful
nsits,insights
nsgnfcnt,insignificant
nsnut,insinuate
nsst,insist
nsstd,insisted
nsstnc,insistence
nsstnt,insistent
nsstg,insisting
nssts,insists
nspct,inspect
nspctd,inspected
nspctg,inspecting
nspcz,inspection
nspczs,inspections
nspcts,inspects
nsprz,inspiration
nsprzl,inspirational
nsprzs,inspirations
nspir,inspire
nspird,inspired
nspirs,inspires
nspirg,inspiring
nstl,install
nstlz,installation
nstld,installed
nstlg,installing
nstlm,installment
nstls,installs
nstnc,instance
nstncs,instances
nstnt,instant
nstntnus,instantaneous
nstntanusl,instantaneously
nstntl,instantly
nstnts,instants
nsted,instead
nstgt,instigate
nstil,instill
nstild,instilled
nstils,instills
nstnct,instinct
nstnctvl,instinctively
nstncts,instincts
nstut,institute
nstuts,institutes
nstuz,institution
nstuzs,institutions
nstrct,instruct
nstrctd,instructed
nstrctg,instructing
nstrcz,instruction
nstrczs,instructions
nstrctv,instructive
nstrcts,instructs
nstrm,instrument
nstrml,instrumental
nstrms,instruments
nsult,insulate
nsulz,insulation
nslt,insult
nsltd,insulted
nsltg,insulting
nslts,insults
nsrnc,insurance
nsur,insure
nsurd,insured
nsurs,insures
ntct,intact
ntak,intake
ntaks,intakes
ntgrl,integral
ntgrt,integrate
ntgrtd,integrated
ntgrtg,integrating
ntgrz,integration
ntgrit,integrity
ntlctl,intellectual
ntlctll,intellectually
ntljnc,intelligence
ntljnt,intelligent
ntljntl,intelligently
ntljb,intelligible
ntnd,intend
ntndd,intended
ntndg,intending
ntnds,intends
ntns,intense
ntnsl,intensely
ntnsfi,intensify
ntnst,intensity
ntnsv,intensive
ntnsvl,intensively
ntnt,intent
ntnz,intention
ntnzl,intentional
ntnzll,intentionally
ntnzs,intentions
ntntl,intently
ntract,interact
ntracz,interaction
ntraczs,interactions
ntrcpt,intercept
ntrcptd,intercepted
ntrst,interest
ntrstd,interested
ntrstg,interesting
ntrsts,interests
ntrfac,interface
ntrfr,interfere
ntrfrd,interfered
ntrfrnc,interference
ntrfrs,interferes
ntrfrg,interfering
ntrr,interior
ntrmdt,intermediate
ntrmnb,interminable
ntrnl,internal
ntrnlz,internalize
ntrnll,internally
ntrnz,international
ntrprt,interpret
ntrprtz,interpretation
ntrprtzs,interpretations
ntrprtd,interpreted
ntrpt,interrupt
ntrptd,interrupted
ntrptg,interrupting
ntrpz,interruption
ntrpzs,interruptions
ntrpts,interrupts
itrsct,intersect
ntrvl,interval
ntrvls,intervals
ntrven,intervene
ntrveng,intervening
ntrvnz,intervention
ntmt,intimate
ntmtl,intimately
ntmdtd,intimidated
ntmdtg,intimidating
nto,into
ntlrnc,intolerance
ntlrnt,intolerant
ntrct,intricate
ntrig,intrigue
ntrigd,intrigued
ntrigs,intrigues
ntrigg,intriguing
ntrduc,introduce
ntrducd,introduced
ntrdcz,introduction
ntrspcz,introspection
ntrud,intrude
ntrudr,intruder
ntrudrs,intruders
ntrudg,intruding
ntruz,intrusion
ntruzs,intrusions
ntrusv,intrusive
ntuz,intuition
ntutv,intuitive
ntutvl,intuitively
nvad,invade
nvadd,invaded
nvld,invalid
nvlub,invaluable
nvnt,invent
nvntd,invented
nvntg,inventing
nvnz,invention
nvnzs,inventions
nvntv,inventive
nvntvns,inventiveness
nvntr,inventor
nvntors,inventories
nvntrs,inventors
nvntor,inventory
nvrs,inverse
nvrt,invert
nvst,invest
nvstd,invested
nvstgt,investigate
nvstgtd,investigated
nvstgtg,investigating
nvstgz,investigation
ivstgtv,investigative
nvstg,investing
nvstm,investment
nvstms,investments
nvgrt,invigorate
nvgrtd,invigorated
nvgrtg,invigorating
nvsb,invisible
nvtz,invitation
nvit,invite
nvitd,invited
nvits,invites
nvitg,inviting
nvoc,invoice
nvocs,invoices
nvok,invoke
nvokd,invoked
nvokg,invoking
nvlv,involve
nvlvd,involved
nvlvm,involvement
nvlvs,involves
nvlvg,involving
nwd,inward
irn,iron
irnd,ironed
irnc,ironic
irng,ironing
irns,irons
irne,irony
irznl,irrational
irznll,irrationally
irglr,irregular
irlvnt,irrelevant
irsstb,irresistible
irspnsb,irresponsible
irtb,irritable
irtt,irritate
irttd,irritated
irtts,irritates
irtz,irritation
s,is
ilnd,island
ilnds,islands
snt,isn't
isolt,isolate
isltd,isolated
isolz,isolation
isu,issue
isud,issued
isus,issues
it,it
is,it's
itln,Italian
itc,itch
itcs,itches
itcg,itching
itm,item
itmz,itemize
itmzd,itemized
itms,items
its,its
isf,itself
jkt,jacket
jkpt,jackpot
jgd,jagged
jal,jail
jm,jam
jmd,jammed
jangl,jangle
jan,January
jpn,Japan
jpns,Japanese
jar,jar
jrd,jarred
jws,jaws
jlus,jealous
jlusl,jealously
jluse,jealousy
jrk,jerk
jrkns,jerkiness
jrkg,jerking
jrks,jerks
jrke,jerky
jst,jest
jt,jet
jwl,jewel
jwlr,jewelry
jwls,jewels
jiglg,jiggling
jnxd,jinxed
jb,job
jbs,jobs
jn,join
jnd,joined
jng,joining
jns,joins
jnt,joint
jnts,joints
jok,joke
joks,jokes
jokg,joking
jlt,jolt
jltg,jolting
jlts,jolts
jot,jot
jotg,jotting
jrnl,journal
jrnls,journals
jrn,journey
jovl,jovial
jy,joy
jyf,joyful
jyfl,joyfully
jys,joys
jj,judge
jjs,judges
jjg,judging
jjm,judgment
jjms,judgments
jdsus,judicious
jgl,juggle
jglg,juggling
juc,juice
jucd,juiced
jucs,juices
jce,juicy
jul,July
jmbl,jumble
jmbld,jumbled
jmp,jump
jmpd,jumped
jmpg,jumping
jmps,jumps
jnctr,juncture
jun,June
jngl,jungle
jr,junior
jnk,junk
jur,jury
j,just
jc,justice
jfib,justifiable
jfcz,justification
jfid,justified
jfis,justifies
jfi,justify
jfig,justifying
jvnl,juvenile
kel,keel
ken,keen
kp,keep
kpg,keeping
kps,keeps
kpt,kept
krnl,kernel
krnls,kernels
ke,key
kbrd,keyboard
kbrds,keyboards
ked,keyed
kes,keys
kstrk,keystroke
kstrks,keystrokes
kwrd,keyword
kk,kick
kkd,kicked
kkg,kicking
kks,kicks
kd,kid
kds,kids
kl,kill
kld,killed
klr,killer
klg,killing
kls,kills
kltr,kilter
knd,kind
kndr,kinder
kndst,kindest
kindl,kindle
kndl,kindly
kndns,kindness
knds,kinds
kig,king
kigdm,kingdom
kigs,kings
knk,kink
knks,kinks
kis,kiss
kiss,kisses
kisg,kissing
kt,kit
kcn,kitchen
kcns,kitchens
kit,kite
kits,kites
kts,kits
nak,knack
ned,knead
neds,kneads
ne,knee
nel,kneel
nelg,kneeling
nes,knees
ku,knew
nif,knife
nitt,knight
nitts,knights
nivs,knives
nob,knob
nobs,knobs
nok,knock
nokd,knocked
nokg,knocking
noks,knocks
nott,knot
k,know
kg,knowing
klj,knowledge
kljb,knowledgeable
kn,known
ks,knows
labl,label
labld,labeled
labls,labels
labr,labor
lab,laboratory
labrg,laboring
labrs,labors
lbs,labs
lac,lace
lacd,laced
lacs,laces
lacg,lacing
lck,lack
lakg,lacking
lcks,lacks
ldr,ladder
ldrs,ladders
lads,ladies
lad,lady
lgg,lag
lagg,lagging
laid,laid
lak,lake
laks,lakes
lam,lame
lm,lament
lmp,lamp
lmps,lamps
lnd,land
lndd,landed
lndg,landing
lnds,lands
lndscp,landscape
lan,lane
lngj,language
lngjs,languages
lngd,languid
lngs,languish
lngsg,languishing
lntrn,lantern
lap,lap
laps,laps
lapse,lapse
lapsd,lapsed
lapss,lapses
lrj,large
lrjl,largely
lrjr,larger
lrjst,largest
lasr,laser
lash,lash
lashd,lashed
lashg,lashing
lst,last
lstd,lasted
lstg,lasting
lsts,lasts
ltc,latch
ltcd,latched
lat,late
latl,lately
latr,later
ltrl,lateral
latrll,laterally
latst,latest
lttud,latitude
lttr,latter
laf,laugh
lafd,laughed
lafg,laughing
lafs,laughs
laftr,laughter
lwnc,launch
lwncg,launching
lndr,laundry
lw,law
lwn,lawn
lws,laws
lx,lax
la,lay
lar,layer
lars,layers
lag,laying
las,lays
lzns,laziness
lz,lazy
led,lead
ledr,leader
ledrs,leaders
ledrzp,leadership
ledg,leading
leds,leads
lef,leaf
leag,league
lek,leak
lekd,leaked
lekg,leaking
leks,leaks
len,lean
leand,leaned
leang,leaning
lens,leans
lep,leap
lepd,leaped
lepfrg,leapfrog
lepg,leaping
leps,leaps
lrn,learn
lrnd,learned
lrnrs,learners
lrng,learning
lrns,learns
les,lease
less,leases
leash,leash
lest,least
letr,leather
lev,leave
levs,leaves
levg,leaving
lctur,lecture
lcturs,lectures
ld,led
lewa,leeway
lf,left
leg,leg
lgc,legacy
legl,legal
legll,legally
ljnd,legend
ljndr,legendary
ljbt,legibility
ljb,legible
ljslz,legislation
ljtmt,legitimate
legs,legs
lesr,leisure
lsurl,leisurely
lmn,lemon
lend,lend
lndrs,lenders
lending,lending
lends,lends
lngt,length
lngts,lengths
lennt,lenient
lns,lens
lnss,lenses
lent,lent
lez,lesion
lezs,lesions
ls,less
lsen,lessen
lsend,lessened
lsn,lesson
lsns,lessons
lt,let
ltss,let's
ltdw,letdown
ltrg,lethargy
lts,lets
ltr,letter
ltrs,letters
ltg,letting
lvl,level
lvls,levels
lvr,lever
lvrj,leverage
lvrs,levers
libt,liability
lib,liable
lir,liar
lirs,liars
lbrat,liberate
lbratg,liberating
lbrts,liberties
lbrt,liberty
librrn,librarian
librrns,librarians
librr,library
lcns,license
lid,lid
li,lie
lis,lies
lif,life
lifblod,lifeblood
lifbot,lifeboat
lifbots,lifeboats
lifstil,lifestyle
lifstils,lifestyles
liftim,lifetime
lft,lift
lftd,lifted
lftg,lifting
lfts,lifts
lit,light
litd,lighted
litn,lighten
litr,lighter
litst,lightest
lithrtd,lighthearted
litg,lighting
litl,lightly
litns,lightness
litng,lightning
lits,lights
lik,like
likd,liked
likl,likely
liks,likes
likwz,likewise
likg,liking
limbr,limber
lmt,limit
lmtz,limitation
lmtzs,limitations
lmtd,limited
lmtg,limiting
lmtls,limitless
lmts,limits
lin,line
lind,lined
lins,lines
lingr,linger
lingrg,lingering
ling,lining
lnk,link
lnkd,linked
lnks,links
lion,lion
lions,lions
lp,lip
lps,lips
lcd,liquid
lcds,liquids
lcr,liquor
lcrs,liquors
list,list
listd,listed
lisn,listen
lisnd,listened
lisng,listening
lisns,listens
listg,listing
listgs,listings
lists,lists
litt,lit
litrl,literal
litrll,literally
ltrtur,literature
ltgt,litigate
ltl,little
liv,live
livd,lived
livl,lively
livs,lives
livg,living
lod,load
lodd,loaded
lodg,loading
lods,loads
lof,loaf
loan,loan
lons,loans
lotg,loathing
loavs,loaves
locl,local
locll,locally
loct,locate
loctd,located
locz,location
loczs,locations
lok,lock
lokd,locked
lokg,locking
loks,locks
lcmtv,locomotive
lcmtvs,locomotives
loft,loft
loftthe,lofty
log,log
ljc,logic
ljcl,logical
ljcll,logically
logs,logs
lon,lone
lonlns,loneliness
lonl,lonely
lng,long
lngr,longer
lngst,longest
lngg,longing
lnggs,longings
lk,look
lkd,looked
lkg,looking
lkot,lookout
lks,looks
lom,loom
lomg,looming
loms,looms
lop,loop
lops,loops
loos,loose
loosl,loosely
loosn,loosen
losnd,loosened
losns,looseness
losng,loosening
loosr,looser
los,lose
losrs,losers
loss,loses
losg,losing
lss,loss
lsss,losses
lost,lost
lot,lot
lots,lots
lwd,loud
lwdr,louder
lwdl,loudly
lovb,lovable
lov,love
lovd,loved
lovl,lovely
lovs,loves
lovg,loving
lo,low
lor,lower
lord,lowered
lowst,lowest
lyl,loyal
lylt,loyalty
lubrcz,lubrication
lucd,lucid
luk,luck
luke,lucky
lul,lull
luld,lulled
lmbr,lumber
lumnus,luminous
lump,lump
lunc,lunch
lung,lung
lungs,lungs
lur,lure
lurd,lured
lurs,lures
lurg,luring
lrk,lurk
lrkg,lurking
lxrs,luxuries
lxrus,luxurious
lxr,luxury
lig,lying
mcin,machine
mcinr,machinery
mcins,machines
md,mad
mad,made
mdns,madness
mgzn,magazine
mgzns,magazines
mjc,magic
mjcl,magical
mjcll,magically
mgnt,magnet
mgntc,magnetic
mgnfcnc,magnificence
mgnfcnt,magnificent
mgnfir,magnifier
mgnfi,magnify
mgnfig,magnifying
mal,mail
mald,mailed
malr,mailer
malg,mailing
mals,mails
man,main
manl,mainly
mansta,mainstay
mantn,maintain
mantnd,maintained
mantng,maintaining
mantns,maintains
mantnnc,maintenance
mjstc,majestic
mjst,majesty
majr,major
mjrt,majority
mak,make
maks,makes
makp,makeup
makg,making
makgs,makings
male,male
males,males
mlfncz,malfunction
mlfnczg,malfunctioning
mlgnnt,malignant
malb,malleable
mml,mammal
mmls,mammals
mn,man
mnj,manage
mnjb,manageable
mnjd,managed
mnjm,management
mnjr,manager
mnjrs,managers
mnjs,manages
mnjg,managing
mndtr,mandatory
mnuvr,maneuver
mnuvrs,maneuvers
mnfst,manifest
mnfstz,manifestation
mnpult,manipulate
mnpultd,manipulated
mnpultg,manipulating
mnpulz,manipulation
mnr,manner
mnrs,manners
mnul,manual
mnull,manually
mnfctr,manufacture
mnfctrd,manufactured
mnfctrrs,manufacturers
mnfctrg,manufacturing
mnscrpt,manuscript
mne,many
mp,map
mpd,mapped
mps,maps
marr,mar
mrton,marathon
mar,March
mrc,march
mrcd,marched
mrcs,marches
mrcg,marching
mrjn,margin
mrjnl,marginal
mrjnll,marginally
mrjns,margins
mrin,marine
mrk,mark
mrkd,marked
mrkr,marker
mrkrs,markers
mrkt,market
mrktb,marketable
mrktg,marketing
mkts,markets
mrkg,marking
mrks,marks
marj,marriage
mrd,married
mare,marry
mrs,mars
mrsl,martial
mrvl,marvel
mrvlus,marvelous
mrvlusl,marvelously
mrvls,marvels
msk,mask
msks,masks
mas,mass
masj,massage
mass,masses
msv,massive
mstr,master
mstrd,mastered
mstrf,masterful
mstrg,mastering
mstrpc,masterpiece
mstrs,masters
mstrwrks,masterworks
mstre,mastery
mtc,match
mtcd,matched
mtcs,matches
mtcg,matching
mtcls,matchless
mat,mate
mtrl,material
mtrlstc,materialistic
mtrlz,materialize
mtrls,materials
mats,mates
mtmtcl,mathematical
mtmtcs,mathematics
mts,mats
mtr,matter
mtrd,mattered
mtrs,matters
mtur,mature
mturt,maturity
mxml,maximal
mxmz,maximize
mxm,maximum
ma,may
may,May
mb,maybe
myr,mayor
maz,maze
mazs,mazes
me,me
mdo,meadow
mel,meal
mels,meals
men,mean
meng,meaning
mengf,meaningful
mengls,meaningless
mengs,meanings
mens,means
ment,meant
mentm,meantime
menwil,meanwhile
msur,measure
msurd,measured
msurm,measurement
msurms,measurements
msurs,measures
msurg,measuring
meat,meat
mcncl,mechanical
mcncll,mechanically
mcncs,mechanics
mcnsm,mechanism
mcnsms,mechanisms
mcnzz,mechanization
mdal,medal
mdals,medals
medl,meddle
mdcl,medical
mdcz,medication
mdcn,medicine
mdcns,medicines
mdocr,mediocre
mdtt,meditate
mdtz,meditation
mdm,medium
met,meet
metg,meeting
metgs,meetings
mets,meets
mlcol,melancholy
mlo,mellow
mlod,melody
mlt,melt
mltdw,meltdown
mltd,melted
mltg,melting
mlts,melts
mbr,member
mbrs,members
mmbrzp,membership
mmo,memo
mmrb,memorable
mmrl,memorial
mmrs,memories
mmrz,memorize
mmrzd,memorized
mmr,memory
mnn,men
mend,mend
mendd,mended
mendg,mending
mends,mends
mntl,mental
mntll,mentally
mnz,mention
mnzd,mentioned
mnzg,mentioning
mnzs,mentions
mnu,menu
mnus,menus
mrcndis,merchandise
mrcnt,merchant
mrcur,mercury
merc,mercy
mer,mere
merl,merely
mrj,merge
mrjd,merged
mrt,merit
mrrr,merrier
mrr,merry
mes,mess
msj,message
msjs,messages
mesd,messed
mess,messes
mesg,messing
mese,messy
mt,met
mtblc,metabolic
mtl,metal
mtls,metals
mtfr,metaphor
mtfrs,metaphors
metr,meter
mtd,method
mtdcl,methodical
mtdcll,methodically
mtds,methods
mtclus,meticulous
mxco,Mexico
mcfon,microphone
mcfons,microphones
mcrscp,microscope
mcrscps,microscopes
mcrscpc,microscopic
mcscnd,microsecond
mcscnds,microseconds
mdl,middle
mdnit,midnight
mdst,midst
mit,might
mite,mighty
migrt,migrate
mld,mild
mil,mile
milj,mileage
mils,miles
milston,milestone
milstons,milestones
mltr,military
mlk,milk
mlkd,milked
ml,mill
mm,millimeter
mms,millimeters
miln,million
milns,millions
mls,mills
mmc,mimic
mnd,mind
mndss,mind's
mndd,minded
mnddl,mindedly
mndf,mindful
mndg,minding
mnds,minds
min,mine
mnrl,mineral
mnrls,minerals
mins,mines
mnml,minimal
mnmz,minimize
mnm,minimum
mnstr,minister
minr,minor
mnut,minute
mnuts,minutes
mrcl,miracle
mrcls,miracles
mrculus,miraculous
mir,mire
mird,mired
mror,mirror
mrrs,mirrors
mscef,mischief
mscpzs,misconceptions
msdrctd,misdirected
msrb,miserable
msre,misery
msftun,misfortune
msntrprt,misinterpret
msntrprtz,misinterpretation
msjjd,misjudged
msledg,misleading
msld,misled
mspcpz,misperception
msplcd,misplaced
ms,miss
msd,missed
mss,misses
misl,missile
misls,missiles
msg,missing
mz,mission
mspel,misspell
mspeld,misspelled
mst,mist
mstk,mistake
mstkn,mistaken
mstks,mistakes
mstkg,mistaking
mtk,mistook
msustndg,misunderstanding
mx,mix
mxd,mixed
mxs,mixes
mxg,mixing
mxtr,mixture
mob,mob
moblt,mobility
moblz,mobilize
moblzd,mobilized
mobs,mobs
mode,mode
modl,model
modls,models
mdrt,moderate
mdrz,moderation
mdrn,modern
modes,modes
mdfcz,modification
mdfczs,modifications
mdfid,modified
mdfirs,modifiers
mdfi,modify
mdlt,modulate
mdul,module
myst,moist
mystr,moisture
mold,mold
molds,molds
mols,molecules
mom,moment
momss,moment's
moms,moments
mmtm,momentum
mon,Monday
mone,money
mntr,monitor
mntrd,monitored
mntrg,monitoring
mntrs,monitors
mnpl,monopoly
monstr,monster
mont,month
montl,monthly
monts,months
mnum,monument
mod,mood
mods,moods
moon,moon
mrl,moral
mrbd,morbid
mr,more
mrov,moreover
mrng,morning
mrngs,mornings
mros,morose
mrtl,mortal
mrtlt,mortality
mrtls,mortals
mrgj,mortgage
mo,most
mol,mostly
motr,mother
motrs,mothers
moz,motion
mozls,motionless
mozs,motions
motvt,motivate
motvtd,motivated
motvts,motivates
motvtg,motivating
motvz,motivation
motvzl,motivational
motv,motive
motvs,motives
motor,motor
mnt,mount
mntn,mountain
mntns,mountains
mntd,mounted
mntg,mounting
mnts,mounts
morn,mourn
mornf,mournful
mot,mouth
mv,move
mvb,moveable
mvd,moved
mvm,movement
mvms,movements
mvs,moves
mve,movie
mves,movies
mvg,moving
mc,much
muk,muck
mud,mud
mudl,muddle
mudld,muddled
mudls,muddles
mltpl,multiple
mltplid,multiplied
mltpli,multiply
mltplig,multiplying
mrdr,murder
mrdrd,murdered
mrdrg,murdering
mrdrs,murders
murmr,murmur
murmrg,murmuring
murmrs,murmurs
musl,muscle
musld,muscled
musls,muscles
musm,museum
musms,museums
musc,music
muscl,musical
musg,musing
mu,must
mustr,muster
mustrd,mustered
mut,mute
mutd,muted
muts,mutes
mutl,mutual
mi,my
msf,myself
mistrs,mysteries
mistrus,mysterious
mistr,mystery
mstcl,mystical
myt,myth
mytcl,mythical
myts,myths
nag,nag
ngg,nagging
nal,nail
nald,nailed
nals,nails
naiv,naive
nam,name
namd,named
nams,names
namg,naming
nap,nap
npkn,napkin
nrcsstc,narcissistic
nrctcs,narcotics
nro,narrow
nrog,narrowing
nros,narrows
naz,nation
nzl,national
nazs,nations
natv,native
natvs,natives
ntrl,natural
ntrll,naturally
natr,nature
nute,naughty
nvgt,navigate
nvgaz,navigation
nav,navy
nr,near
nrbi,nearby
nrr,nearer
nrst,nearest
nrl,nearly
net,neat
netl,neatly
ncsrl,necessarily
ncsr,necessary
ncst,necessity
nk,neck
nd,need
ndd,needed
ndg,needing
nedl,needle
nedls,needles
ndls,needless
ndlsl,needlessly
nds,needs
nde,needy
ngtv,negative
ngtvl,negatively
ngtvs,negatives
ngtvt,negativity
nglct,neglect
nglctd,neglected
nglctg,neglecting
ngljnc,negligence
ngljnt,negligent
ngozt,negotiate
ngostd,negotiated
ngoztg,negotiating
ngozz,negotiation
ngoszs,negotiations
nabr,neighbor
nbrhd,neighborhood
nabrg,neighboring
nbrs,neighbors
netr,neither
nfu,nephew
nefus,nephews
nrv,nerve
nrvs,nerves
nrvus,nervous
nrvusl,nervously
nst,nest
nstd,nested
nsts,nests
nett,net
ntwrk,network
ntwrks,networks
nrljcl,neurological
nv,never
nvels,nevertheless
nu,new
nur,newer
nust,newest
nus,news
nusppr,newspaper
nuspprs,newspapers
nx,next
nic,nice
nicl,nicely
nich,niche
nec,niece
necs,nieces
nit,night
nitfl,nightfall
nitl,nightly
nitmr,nightmare
nitmrs,nightmares
nits,nights
nmbl,nimble
nin,nine
ninte,ninety
no,no
nobl,noble
nbd,nobody
nod,nod
nodd,nodded
node,node
nodes,nodes
nys,noise
nyss,noises
nyse,noisy
nmnl,nominal
nn,none
nnels,nonetheless
nnsns,nonsense
nnstop,nonstop
non,noon
nor,nor
nrml,normal
nrmll,normally
nrt,north
nrtrn,northern
nos,nose
nt,not
notb,notable
notbl,notably
notz,notation
ntc,notch
not,note
notd,noted
nots,notes
ng,nothing
notc,notice
notcb,noticeable
notcd,noticed
notcs,notices
notcg,noticing
notfi,notify
notg,noting
noz,notion
nozs,notions
nrs,nourish
nrss,nourishes
nrsm,nourishment
nvl,novel
nvlt,novelty
nov,November
novc,novice
nw,now
nowr,nowhere
nunc,nuance
nuncs,nuances
nclr,nuclear
ndj,nudge
ndjd,nudged
ndjs,nudges
ndjg,nudging
nusnc,nuisance
num,numb
nmbr,number
nmbrd,numbered
nmbrg,numbering
nmbrs,numbers
numrl,numeral
numrls,numerals
numrus,numerous
nurs,nurse
nrsg,nursing
nrtr,nurture
nrtrd,nurtured
nrtrs,nurtures
nturg,nurturing
nutrz,nutrition
nuts,nuts
oclk,o'clock
oak,oak
oaks,oaks
obdnc,obedience
obdnt,obedient
obdntl,obediently
obes,obese
oba,obey
obad,obeyed
obag,obeying
obas,obeys
objct,object
objctd,objected
objcz,objection
objczb,objectionable
objczs,objections
objctv,objective
objctvl,objectively
objctvs,objectives
objcts,objects
oblgtd,obligated
oblgz,obligation
oblgzs,obligations
obltrt,obliterate
obltrtd,obliterated
oblvn,oblivion
oblvus,oblivious
obnxus,obnoxious
obscr,obscure
obscurd,obscured
obscurt,obscurity
obsrvnt,observant
obsrvz,observation
obsrvzs,observations
obsrv,observe
obsrvd,observed
obsrvr,observer
obsrvg,observing
obss,obsess
obssd,obsessed
obsz,obsession
obszs,obsessions
obssv,obsessive
obslet,obsolete
obstcl,obstacle
obstcls,obstacles
obstnt,obstinate
obstrct,obstruct
obstrctg,obstructing
obstrcz,obstruction
obstrczs,obstructions
obstrcts,obstructs
obtan,obtain
obtanb,obtainable
obtand,obtained
obtang,obtaining
obtans,obtains
obvus,obvious
obvusl,obviously
ocz,occasion
ocazl,occasional
ocazll,occasionally
oczs,occasions
ocpaz,occupation
ocupazs,occupations
ocpid,occupied
ocpi,occupy
ocr,occur
ocrd,occurred
ocrnc,occurrence
ocrg,occurring
ocrs,occurs
ocn,ocean
ocns,oceans
oct,October
od,odd
ods,odds
odr,odor
o,of
of,off
ofnd,offend
ofndd,offended
ofndg,offending
ofnds,offends
ofnsv,offensive
ofr,offer
ofrd,offered
ofrg,offering
ofrgs,offerings
ofrs,offers
ofc,office
ofcr,officer
ofcrs,officers
ofcs,offices
ofcl,official
ofcls,officials
ofst,offset
ofn,often
yl,oil
yld,oiled
ylg,oiling
yls,oils
ok,OK
ol,old
olr,older
olst,oldest
omns,omens
omnus,ominous
omz,omission
omt,omit
on,on
onc,once
one,one
oness,one's
ones,ones
ongg,ongoing
onl,only
ont,onto
onwd,onward
oz,ooze
ozs,oozes
opc,opaque
opn,open
opnd,opened
opnr,opener
